UNIT,PLANT,PARENT,URL,SPONSOR,CAPACITY_MW,STATUS,REGION,COUNTRY,SUBNATIONAL_UNIT,GEOPOINT
Unit 1,Sibley Generating Station,Evergy Inc,https://www.gem.wiki/Sibley_Generating_Station,,55,Retired,Americas,United States,Missouri,39.17872
Unit 3,Sibley Generating Station,Evergy Inc,https://www.gem.wiki/Sibley_Generating_Station,,419,Retired,Americas,United States,Missouri,39.17872
Unit 3,Sims Generating Station,Grand Haven Board Of Power And Light,https://www.gem.wiki/Sims_Generating_Station,,80,Retired,Americas,United States,Michigan,43.07111
Unit 5,Somerset Power Generating Station,Nrg Energy Inc,https://www.gem.wiki/Somerset_Power_Generating_Station,,73,Retired,Americas,United States,Massachusetts,41.7375
Unit 7,South Oak Creek Plant,Wec Energy Group Inc,https://www.gem.wiki/South_Oak_Creek_Plant,,317,Operating,Americas,United States,Wisconsin,42.84598
,Spring Grove Power Station,Lindsay Goldberg Llc,https://www.gem.wiki/Spring_Grove_power_station,,45,Operating,Americas,United States,Pennsylvania,39.87072
Unit 1,Spruance Power Station,Ares Holdings,https://www.gem.wiki/Spruance_power_station,,57,Retired,Americas,United States,Virginia,37.45556
Unit 2,Spruance Power Station,Ares Holdings,https://www.gem.wiki/Spruance_power_station,,57,Retired,Americas,United States,Virginia,37.45556
Unit 3,Spruance Power Station,Dupont Inc,https://www.gem.wiki/Spruance_power_station,,57,Retired,Americas,United States,Virginia,37.45556
Unit 4,Spurlock Power Station,East Kentucky Power Coop Inc,https://www.gem.wiki/Spurlock_power_station,,329,Operating,Americas,United States,Kentucky,38.70009
Unit 2,St. Clair Power Plant,Dte Energy Co,https://www.gem.wiki/St._Clair_Power_Plant,,156,Retired,Americas,United States,Michigan,42.76416
Unit 4,St. Clair Power Plant,Dte Energy Co,https://www.gem.wiki/St._Clair_Power_Plant,,168,Retired,Americas,United States,Michigan,42.76416
Unit 2,Stanton Energy Center,Orlando Utilities Commission [71.6%]; Florida Municipal Power Agency [28.4%],https://www.gem.wiki/Stanton_Energy_Center,,464,Operating,Americas,United States,Florida,28.48281
Unit 3,State Line Plant,Dominion Energy Inc,https://www.gem.wiki/State_Line_Plant,,180,Retired,Americas,United States,Indiana,41.70776
Unit 7,Streeter Station,Cedar Falls Utilities,https://www.gem.wiki/Streeter_Station,,35,Retired,Americas,United States,Iowa,42.52698
Unit 1,Sunbury Steam Station,Corona Power Llc,https://www.gem.wiki/Sunbury_Steam_Station,,89,Retired,Americas,United States,Pennsylvania,40.83796
Unit 1,Syl Laskin Energy Center,Allete Inc,https://www.gem.wiki/Syl_Laskin_Energy_Center,,58,Retired,Americas,United States,Minnesota,47.52995
Unit 2,Syl Laskin Energy Center,Allete Inc,https://www.gem.wiki/Syl_Laskin_Energy_Center,,58,Retired,Americas,United States,Minnesota,47.52995
Unit 2,Titus Generating Station,Nrg Energy Inc,https://www.gem.wiki/Titus_Generating_Station,,75,Retired,Americas,United States,Pennsylvania,40.3054
Unit 2,Tolk Station,Xcel Energy Inc,https://www.gem.wiki/Tolk_Station,,568,Operating,Americas,United States,Texas,34.18512
Unit 1,Two Elk Energy Park,North American Power Group,https://www.gem.wiki/Two_Elk_Energy_Park,,325,Cancelled,Americas,United States,Wyoming,44.24788
Unit 2,Urquhart Station,Dominion Energy Inc,https://www.gem.wiki/Urquhart_Station,,75,Retired,Americas,United States,South Carolina,33.43462
Unit 4,Utah Smelter Power Plant,Rio Tinto,https://www.gem.wiki/Utah_Smelter_Power_Plant,,82,Retired,Americas,United States,Utah,40.72159
Unit 5,Valmont Station,Xcel Energy Inc,https://www.gem.wiki/Valmont_Station,,191,Retired,Americas,United States,Colorado,40.01921
Unit 2,Vermilion Power Station,Vistra Corp,https://www.gem.wiki/Vermilion_power_station,,108,Retired,Americas,United States,Illinois,40.17806
Unit 1,Wabash River Generating Station,Wabash Valley Power Association Inc,https://www.gem.wiki/Wabash_River_Generating_Station,,112,Retired,Americas,United States,Indiana,39.52739
Unit 3,Walter Scott Jr. Power Station,Berkshire Hathaway Inc [79.1%]; Central Electric Power Cooperative [11.5%],https://www.gem.wiki/Walter_Scott_Jr._power_station,,725,Operating,Americas,United States,Iowa,41.18116
Unit 1,Wansley Plant,Southern Co [53.5%]; Oglethorpe Power Corp [30.0%]; Municipal Electric Authority Of Georgia [15.1%],https://www.gem.wiki/Wansley_Plant,,952,Retired,Americas,United States,Georgia,33.41274
Unit 1,Warren Generating Power Station,Genon Holdings Inc,https://www.gem.wiki/Warren_Generating_power_station,,42,Retired,Americas,United States,Pennsylvania,41.83595
Unit 2,Warren Generating Power Station,Genon Holdings Inc,https://www.gem.wiki/Warren_Generating_power_station,,42,Retired,Americas,United States,Pennsylvania,41.83595
Unit 7,Waukegan Generating Station,Nrg Energy Inc,https://www.gem.wiki/Waukegan_Generating_Station,,326,Retired,Americas,United States,Illinois,42.38241
Unit 2,Weatherspoon Plant,Duke Energy Corp,https://www.gem.wiki/Weatherspoon_Plant,,46,Retired,Americas,United States,North Carolina,34.58952
Unit 3,Weatherspoon Plant,Duke Energy Corp,https://www.gem.wiki/Weatherspoon_Plant,,73,Retired,Americas,United States,North Carolina,34.58952
,Westrock Florence Power Plant,Westrock Co,https://www.gem.wiki/WestRock_Florence_Power_Plant,,79,Retired,Americas,United States,South Carolina,34.15289
Unit 1,White Bluff Generating Plant,Entergy Corp [57.0%]; Arkansas Electric Cooperative Corp [35.0%]; City Water And Light Of Jonesboro [5.0%],https://www.gem.wiki/White_Bluff_Generating_Plant,,900,Operating,Americas,United States,Arkansas,34.42345
,White Stallion Energy Center,White Stallion Energy Project,https://www.gem.wiki/White_Stallion_Energy_Center,,1320,Cancelled,Americas,United States,Texas,28.69473
Unit 2,Whiting Generating Plant,Cms Energy Corp,https://www.gem.wiki/Whiting_Generating_Plant,,106,Retired,Americas,United States,Michigan,41.79194
Unit 4,Will County Generating Station,Nrg Energy Inc,https://www.gem.wiki/Will_County_Generating_Station,,598,Retired,Americas,United States,Illinois,41.63301
Unit 3,Winyah Generating Station,Santee Cooper,https://www.gem.wiki/Winyah_Generating_Station,,315,Operating,Americas,United States,South Carolina,33.32953
Unit 2,Yates Steam Generating Plant,Southern Co,https://www.gem.wiki/Yates_Steam_Generating_Plant,,122,Retired,Americas,United States,Georgia,33.46251
Unit 4,Yates Steam Generating Plant,Southern Co,https://www.gem.wiki/Yates_Steam_Generating_Plant,,156,Retired,Americas,United States,Georgia,33.46251
Unit 5,Yates Steam Generating Plant,Southern Co,https://www.gem.wiki/Yates_Steam_Generating_Plant,,156,Retired,Americas,United States,Georgia,33.46251
Unit 7,Yates Steam Generating Plant,Southern Co,https://www.gem.wiki/Yates_Steam_Generating_Plant,,403,Retired,Americas,United States,Georgia,33.46251
Unit 5,Angren Power Station,Thermal Power Stations Jsc,https://www.gem.wiki/Angren_power_station,,68,Operating,Asia,Uzbekistan,Tashkent,41.0049
Unit 6,Angren Power Station,Thermal Power Stations Jsc,https://www.gem.wiki/Angren_power_station,,68,Operating,Asia,Uzbekistan,Tashkent,41.0049
Unit 7,Angren Power Station,Thermal Power Stations Jsc,https://www.gem.wiki/Angren_power_station,,68,Retired,Asia,Uzbekistan,Tashkent,41.0049
Unit 11,Angren Power Station,Thermal Power Stations Jsc,https://www.gem.wiki/Angren_power_station,,300,Announced,Asia,Uzbekistan,Tashkent,41.0049
Unit 2,Novo-Angren Power Station,Thermal Power Stations Jsc,https://www.gem.wiki/Novo-Angren_power_station,,300,Operating,Asia,Uzbekistan,Tashkent,40.9233
Unit 4,Novo-Angren Power Station,Thermal Power Stations Jsc,https://www.gem.wiki/Novo-Angren_power_station,,300,Operating,Asia,Uzbekistan,Tashkent,40.9233
Unit 5,Novo-Angren Power Station,Thermal Power Stations Jsc,https://www.gem.wiki/Novo-Angren_power_station,,300,Operating,Asia,Uzbekistan,Tashkent,40.9233
Unit 6,Novo-Angren Power Station,Thermal Power Stations Jsc,https://www.gem.wiki/Novo-Angren_power_station,,300,Operating,Asia,Uzbekistan,Tashkent,40.9233
Unit 8,Novo-Angren Power Station,Thermal Power Stations Jsc,https://www.gem.wiki/Novo-Angren_power_station,,300,Cancelled,Asia,Uzbekistan,Tashkent,40.9233
Phase 1 Unit 2,An Khanh Power Station,An Khanh Group,https://www.gem.wiki/An_Khanh_power_station,,50,Operating,Asia,Vietnam,Thai Nguyen,21.59691
,Bao Dai Power Station,To Be Determined,https://www.gem.wiki/Bao_Dai_power_station,,600,Shelved,Asia,Vietnam,Bac Giang,21.33145
Unit 2,Binh Dinh Power Station,Electricity Generating Authority Of Thailand,https://www.gem.wiki/Binh_Dinh_power_station,,2000,Cancelled,Asia,Vietnam,Binh Dinh,14.079
Unit 1,Cao Ngan Power Station,Vietnam National Coal And Mineral Industries Holding Corp Ltd,https://www.gem.wiki/Cao_Ngan_power_station,,57,Operating,Asia,Vietnam,Thai Nguyen,21.613
Phase Ii,Dung Quat Economic Zone Power Station,J-Power Co Ltd,https://www.gem.wiki/Dung_Quat_Economic_Zone_power_station,,2000,Cancelled,Asia,Vietnam,Quang Ngai,15.333
Unit 1,Ha Tinh Formosa Plastics Steel Complex Power Station,Formosa Plastics Group,https://www.gem.wiki/Ha_Tinh_Formosa_Plastics_Steel_Complex_power_station,,150,Operating,Asia,Vietnam,Ha Tinh,18.02883
Unit 2,Hai Duong Thermal Power Plant,China Power Engineering Consulting Group Co Ltd; Jaks Resources,https://www.gem.wiki/Hai_Duong_Thermal_Power_Plant,,600,Operating,Asia,Vietnam,Hai Duong,21.0335
Unit 6,Hai Ha Chp Power Station,Texhong Group,https://www.gem.wiki/Hai_Ha_CHP_power_station,,150,Shelved,Asia,Vietnam,Quang Ninh,21.41546
Phase 1 Unit 1,Kien Luong Power Station,Tan Tao Group,https://www.gem.wiki/Kien_Luong_power_station,,600,Cancelled,Asia,Vietnam,Kien Giang,10.3
Phase 1 Unit 2,Kien Luong Power Station,Tan Tao Group,https://www.gem.wiki/Kien_Luong_power_station,,600,Cancelled,Asia,Vietnam,Kien Giang,10.3
Phase I Unit 2,Long An Power Station,Daewoo Co Ltd,https://www.gem.wiki/Long_An_power_station,,600,Cancelled,Asia,Vietnam,Long An,10.5716
Phase Ii Unit 1,Long An Power Station,Daewoo Co Ltd,https://www.gem.wiki/Long_An_power_station,,800,Cancelled,Asia,Vietnam,Long An,10.5716
Unit 1-1,Long Phu Power Centre,Petrovietnam Power Corporation Jsc,https://www.gem.wiki/Long_Phu_Power_Centre,,600,Construction,Asia,Vietnam,Soc Trang,9.70894
Phase 2 Unit 1,Mong Duong Power Station,Aes Corp; Posco Holdings Inc; State Power Investment Corp,https://www.gem.wiki/Mong_Duong_power_station,,620,Operating,Asia,Vietnam,Quang Ninh,21.07324
Phase 1 Unit 2,Na Duong Power Station,Vietnam National Coal And Mineral Industries Holding Corp Ltd,https://www.gem.wiki/Na_Duong_power_station,,50,Operating,Asia,Vietnam,Lang Son,21.69811
Unit 5,Ninh Binh Power Station,Ninh Binh Thermal Power Jsc,https://www.gem.wiki/Ninh_Binh_power_station,,330,Cancelled,Asia,Vietnam,Ninh Binh,20.25196
,Nong Son Power Station,Vietnam National Coal And Mineral Industries Holding Corp Ltd,https://www.gem.wiki/Nong_Son_power_station,,30,Operating,Asia,Vietnam,Quang Nam,15.71631
Phase I,,,,,,,,,,
Phase Iii,Pha Lai Power Complex,Pha Lai Thermal Power Jsc,https://www.gem.wiki/Pha_Lai_Power_Complex,,660,Shelved,Asia,Vietnam,Hai Duong,21.117
Unit 3,Phu Yen Power Station,Vietnam Electricity Llc,https://www.gem.wiki/Phu_Yen_power_station,,600,Cancelled,Asia,Vietnam,Phu Yen,13.201
Phase 1 Unit 1,Quang Ninh Power Station,Vietnam Electricity Llc [80.0%]; Vietnam National Coal And Mineral Industries Holding Corp Ltd [15.0%]; Vinaconex Jsc [5.0%],https://www.gem.wiki/Quang_Ninh_power_station,,300,Operating,Asia,Vietnam,Quang Ninh,21.01182
Unit 1-2,Quang Trach Power Center,Vietnam Electricity Llc,https://www.gem.wiki/Quang_Trach_Power_Center,,702,Construction,Asia,Vietnam,Quang Binh,17.9504
Unit 2-2,Quang Trach Power Center,Vietnam Electricity Llc,https://www.gem.wiki/Quang_Trach_Power_Center,,600,Cancelled,Asia,Vietnam,Quang Binh,17.9504
,Rang Dong Chp Power Station,To Be Determined,https://www.gem.wiki/Rang_Dong_CHP_power_station,,100,Cancelled,Asia,Vietnam,Nam Dinh,19.986
Unit 1,Son Dong Power Station,Vietnam National Coal And Mineral Industries Holding Corp Ltd,https://www.gem.wiki/Son_Dong_power_station,,110,Operating,Asia,Vietnam,Bac Giang,21.17929
Unit 3,Son My Power Station,Son My Electricity Centre,https://www.gem.wiki/Son_My_power_station,,600,Cancelled,Asia,Vietnam,Binh Thuan,10.75
Unit 6,Son My Power Station,Son My Electricity Centre,https://www.gem.wiki/Son_My_power_station,,600,Cancelled,Asia,Vietnam,Binh Thuan,10.75
Unit 3,Tan Thanh Power Station,J-Power Co Ltd,https://www.gem.wiki/Tan_Thanh_power_station,,600,Cancelled,Asia,Vietnam,Ba Ria-Vung Tau,10.59056
Unit 1-2,Thai Binh Power Center,Vietnam Electricity Llc,https://www.gem.wiki/Thai_Binh_Power_Center,,300,Operating,Asia,Vietnam,Thai Binh,20.481
Unit 3-1,Thai Binh Power Center,Vietnam National Coal And Mineral Industries Holding Corp Ltd,https://www.gem.wiki/Thai_Binh_Power_Center,,440,Cancelled,Asia,Vietnam,Thai Binh,20.48284
Unit 6,Uong Bi Power Station,Vietnam Electricity Llc,https://www.gem.wiki/Uong_Bi_power_station,,55,Operating,Asia,Vietnam,Quang Ninh,21.039
Unit 7,Uong Bi Power Station,Vietnam Electricity Llc,https://www.gem.wiki/Uong_Bi_power_station,,300,Operating,Asia,Vietnam,Quang Ninh,21.039
,Vedan Vietnam Cogeneration Power Station,Vedan Vietnam Jsc,https://www.gem.wiki/Vedan_Vietnam_Cogeneration_power_station,,60,Operating,Asia,Vietnam,Dong Nai,10.66075
Phase 1 Unit 1,Vinh Tan Power Station,China Southern Power Grid Co Ltd; Vietnam National Coal And Mineral Industries Holding Corp Ltd,https://www.gem.wiki/Vinh_Tan_power_station,,600,Operating,Asia,Vietnam,Binh Thuan,11.317
Phase 1 Unit 1,Vung Ang Power Station,Petrovietnam Power Corporation Jsc,https://www.gem.wiki/Vung_Ang_power_station,,600,Operating,Asia,Vietnam,Ha Tinh,18.09792
Phase 2 Unit 1,Vung Ang Power Station,Axa Entities; Emerging Capital Partners; Endeavor Energy; General Electric Co; The Quantum Group Ltd,https://www.gem.wiki/Vung_Ang_power_station,,665,Construction,Asia,Vietnam,Ha Tinh,18.09792
Phase 3 Unit 4,Vung Ang Power Station,Samsung,https://www.gem.wiki/Vung_Ang_power_station,,600,Cancelled,Asia,Vietnam,Ha Tinh,18.09792
,Chipata Power Station,Blackstone Inc,https://www.gem.wiki/Chipata_power_station,,300,Cancelled,Africa,Zambia,Eastern,-13.64528
Unit 2,Chipepo Power Station,Era Group (Zambia),https://www.gem.wiki/Chipepo_power_station,,250,Cancelled,Africa,Zambia,Southern,-14.73847
Unit 3,Chipepo Power Station,Era Group (Zambia),https://www.gem.wiki/Chipepo_power_station,,250,Cancelled,Africa,Zambia,Southern,-14.73847
Phase I,Emco Zambia Power Station,Emco,https://www.gem.wiki/Emco_Zambia_power_station,,170,Cancelled,Africa,Zambia,Southern,-17.25
Unit 3,Bulawayo Power Station,Zesa Holdings Ltd,https://www.gem.wiki/Bulawayo_power_station,,30,Permitted,Africa,Zimbabwe,Bulawayo,-20.15861
Unit 8,Hwange Power Station,Zesa Holdings Ltd,https://www.gem.wiki/Hwange_power_station,,335,Construction,Africa,Zimbabwe,Matabeleland North,-18.3835
Unit 2,Sengwa Power Station,Riozim,https://www.gem.wiki/Sengwa_power_station,,350,Permitted,Africa,Zimbabwe,Midlands,-18.22
Unit 3,Sengwa Power Station,Riozim,https://www.gem.wiki/Sengwa_power_station,,350,Announced,Africa,Zimbabwe,Midlands,-18.22
Phase I,Zambezi Gas And Coal Mine Power Station,Lafrica Resources; Zambezi Gas And Coal Mine,https://www.gem.wiki/Zambezi_Gas_and_Coal_Mine_power_station,,150,Pre-Permit,Africa,Zimbabwe,Matabeleland North,-18.42124
Unit 2,Zhongxin Power Station,Yuxia Zhongxin Coking Co,https://www.gem.wiki/ZhongXin_power_station,,135,Construction,Africa,Zimbabwe,Matabeleland North,-18.08277
Phase 2 Unit 11,San NicolÃ¡s Power Station,Aes Corp,https://www.gem.wiki/San_NicolÃ¡s_power_station,,375,Operating,Americas,Argentina,Buenos Aires,-33.35492
Phase Ii,Arckaringa Coal-To-Liquids And Power Project,Altona Resources,https://www.gem.wiki/Arckaringa_Coal-to-Liquids_and_Power_Project,,280,Cancelled,Oceania,Australia,South Australia,-27.93893
Unit 3,Bayswater Power Station,Agl Energy Ltd,https://www.gem.wiki/Bayswater_power_station,,660,Operating,Oceania,Australia,New South Wales,-32.39404
Phase C Unit 1,Callide Power Station,Cs Energy Ltd [50.0%]; China Huaneng Group [25.0%]; Intergen Nv [25.0%],https://www.gem.wiki/Callide_power_station,,460,Operating,Oceania,Australia,Queensland,-24.34722
Phase C Unit 2,Callide Power Station,Cs Energy Ltd [50.0%]; China Huaneng Group [25.0%]; Intergen Nv [25.0%],https://www.gem.wiki/Callide_power_station,,460,Mothballed,Oceania,Australia,Queensland,-24.34722
,Collinsville (Shine Energy) Power Station,Shine Energy,https://www.gem.wiki/Collinsville_(Shine_Energy)_power_station,,1000,Pre-Permit,Oceania,Australia,New South Wales,-20.54505
Unit 1,Dual Gas Power Station,Hrl Holdings,https://www.gem.wiki/Dual_Gas_power_station,,300,Cancelled,Oceania,Australia,Victoria,-38.25197
Unit 2,Dual Gas Power Station,Hrl Holdings,https://www.gem.wiki/Dual_Gas_power_station,,300,Cancelled,Oceania,Australia,Victoria,-38.25197
Unit 1,Gladstone Power Station,Rio Tinto [42.0%]; Nrg Energy Inc [38.0%],https://www.gem.wiki/Gladstone_power_station,,280,Operating,Oceania,Australia,Queensland,-23.85067
Unit 5,Gladstone Power Station,Rio Tinto [42.0%]; Nrg Energy Inc [38.0%],https://www.gem.wiki/Gladstone_power_station,,280,Operating,Oceania,Australia,Queensland,-23.85067
Unit 1,Hazelwood (Sunset Power International) Power Station,Sunset Power International,https://www.gem.wiki/Hazelwood_(Sunset_Power_International)_power_station,,660,Cancelled,Oceania,Australia,Victoria,-38.27183
Unit 1,Hazelwood Power Station,Gdf Suez Australian Energy Pty Ltd,https://www.gem.wiki/Hazelwood_power_station,,200,Retired,Oceania,Australia,Victoria,-38.27183
Unit 2,Hazelwood Power Station,Gdf Suez Australian Energy Pty Ltd,https://www.gem.wiki/Hazelwood_power_station,,200,Retired,Oceania,Australia,Victoria,-38.27183
Unit 6,Hazelwood Power Station,Gdf Suez Australian Energy Pty Ltd,https://www.gem.wiki/Hazelwood_power_station,,200,Retired,Oceania,Australia,Victoria,-38.27183
Unit 7,Hazelwood Power Station,Gdf Suez Australian Energy Pty Ltd,https://www.gem.wiki/Hazelwood_power_station,,200,Retired,Oceania,Australia,Victoria,-38.27183
Unit 4,Liddell Power Station,Agl Energy Ltd,https://www.gem.wiki/Liddell_power_station,,500,Retired,Oceania,Australia,New South Wales,-32.3716
Unit 1,Mount Piper Power Station,Clp Holdings Ltd,https://www.gem.wiki/Mount_Piper_power_station,,730,Operating,Oceania,Australia,New South Wales,-33.35809
Stage D,,,,,,,,,,
Unit 4,Munmorah Power Station,Delta Electricity,https://www.gem.wiki/Munmorah_power_station,,300,Retired,Oceania,Australia,New South Wales,-33.21208
Unit 3,Playford Power Station,Chow Tai Fook Enterprises Ltd,https://www.gem.wiki/Playford_power_station,,60,Retired,Oceania,Australia,South Australia,-32.53852
Unit 2,Stanwell Power Station,Stanwell Corp Ltd,https://www.gem.wiki/Stanwell_power_station,,365,Operating,Oceania,Australia,Queensland,-23.50911
Unit 1,Swanbank-A Power Station,Stanwell Corp Ltd,https://www.gem.wiki/Swanbank-A_power_station,,66,Retired,Oceania,Australia,Queensland,-27.66054
Unit 2,Swanbank-A Power Station,Stanwell Corp Ltd,https://www.gem.wiki/Swanbank-A_power_station,,66,Retired,Oceania,Australia,Queensland,-27.66054
Unit 1,Swanbank-B Power Station,Stanwell Corp Ltd,https://www.gem.wiki/Swanbank-B_power_station,,125,Retired,Oceania,Australia,Queensland,-27.66054
Unit 3,Swanbank-B Power Station,Stanwell Corp Ltd,https://www.gem.wiki/Swanbank-B_power_station,,125,Retired,Oceania,Australia,Queensland,-27.66054
Unit 1,Tarong North Power Station,Stanwell Corp Ltd,https://www.gem.wiki/Tarong_North_power_station,,445,Operating,Oceania,Australia,Queensland,-26.77729
,Wandoan Power Project,Ge Power; Stanwell Corp Ltd,https://www.gem.wiki/Wandoan_Power_Project,,400,Cancelled,Oceania,Australia,Queensland,-26.13333
Unit 5,Worsley Refinery Power Station,South32,https://www.gem.wiki/Worsley_Refinery_power_station,,57,Operating,Oceania,Australia,Western Australia,-33.23519
Unit 1,Yallourn W Power Station,Clp Holdings Ltd,https://www.gem.wiki/Yallourn_W_power_station,,360,Operating,Oceania,Australia,Victoria,-38.17728
Igcc With Ccs,Zerogen,Stanwell Corp Ltd,https://www.gem.wiki/ZeroGen,,500,Cancelled,Oceania,Australia,Queensland,-23.50911
Unit 2,St Andrae Power Station,Verbund Ag,https://www.gem.wiki/St_Andrae_power_station,,124,Retired,Europe,Austria,Carinthia,46.75
Unit 1,Barisal Power Station,Power Construction Corporation Of China Ltd [96.0%],https://www.gem.wiki/Barisal_power_station,,350,Operating,Asia,Bangladesh,Barisal,21.96103
,Chittagong Power Station (Orion),Orion Group,https://www.gem.wiki/Chittagong_power_station_(Orion),,283,Cancelled,Asia,Bangladesh,Chittagong,22.3242
,Gazaria Power Station (Rpcl),Rural Power Co Ltd,https://www.gem.wiki/Gazaria_power_station_(RPCL),,350,Cancelled,Asia,Bangladesh,Dhaka,23.52401
,Khulna Power Station (Orion),Orion Group,https://www.gem.wiki/Khulna_power_station_(Orion),,660,Cancelled,Asia,Bangladesh,Khulna,22.57122
Unit 1,Maheshkhali Power Station (Bpdb/Rpcl),Bangladesh Power Development Board [50.0%]; Rural Power Co Ltd [50.0%],https://www.gem.wiki/Maheshkhali_power_station_(BPDB/RPCL),,660,Pre-Permit,Asia,Bangladesh,Chittagong,21.62313
Unit 2,Maheshkhali Power Station (Bpdb/Rpcl),Bangladesh Power Development Board [50.0%]; Rural Power Co Ltd [50.0%],https://www.gem.wiki/Maheshkhali_power_station_(BPDB/RPCL),,660,Pre-Permit,Asia,Bangladesh,Chittagong,21.62313
Unit 1,Maheshkhali Power Station (Bpdb/Tnb),Bangladesh Power Development Board,https://www.gem.wiki/Maheshkhali_power_station_(BPDB/TNB),,660,Cancelled,Asia,Bangladesh,Chittagong,21.6291
Unit 2,Maheshkhali Power Station (Huadian),Huadian Chittagong,https://www.gem.wiki/Maheshkhali_power_station_(Huadian),,660,Cancelled,Asia,Bangladesh,Chittagong,21.63415
Unit 2,Maheshkhali Power Station (Powerchina),Bangladesh Power Development Board; Shandong Electric Power Construction Corporation Iii,https://www.gem.wiki/Maheshkhali_power_station_(PowerChina),,660,Cancelled,Asia,Bangladesh,Chittagong,21.62313
Phase Ii,,,,,,,,,,
,Mawa Power Station,Orion Group,https://www.gem.wiki/Mawa_power_station,,635,Cancelled,Asia,Bangladesh,Dhaka,23.47093
Unit 2,Mirsarai Power Station,Chittagong Power Co Ltd,https://www.gem.wiki/Mirsarai_power_station,,150,Cancelled,Asia,Bangladesh,Chittagong,22.77167
Unit 2,Mirsarai Power Station (Hangzhou Jinjiang),Bangladesh Power Development Board; Zhejiang Jindun Holding Group Co,https://www.gem.wiki/Mirsarai_power_station_(Hangzhou_Jinjiang),,660,Cancelled,Asia,Bangladesh,Chittagong,22.75763
Phase I,,,,,,,,,,
Phase Ii,,,,,,,,,,
Phase I,,,,,,,,,,
Phase I,,,,,,,,,,
Phase Ii,,,,,,,,,,
Unit 4,Phulbari Power Station (Sinohydro),Gcm Resources; Power Construction Corporation Of China Ltd,https://www.gem.wiki/Phulbari_power_station_(Sinohydro),,1000,Announced,Asia,Bangladesh,Rangpur,25.94687
Unit 2,Rampal Power Station,Bangladesh Power Development Board [50.0%]; Ntpc Ltd [50.0%],https://www.gem.wiki/Rampal_power_station,,660,Construction,Asia,Bangladesh,Khulna,22.59246
,Lelchitsy Power Station,To Be Determined,https://www.gem.wiki/Lelchitsy_power_station,,400,Cancelled,Europe,Belarus,Gomel,51.78944
Unit 1,Genk-Langerlo Power Station,Mitsubishi Corp [80.0%]; Chubu Electric Power Co Inc [20.0%],https://www.gem.wiki/Genk-Langerlo_power_station,,280,Retired,Europe,Belgium,Limburg,50.94032
Unit 6,Kakanj Thermal Power Plant,Jp Elektroprivreda Bih,https://www.gem.wiki/Kakanj_Thermal_Power_Plant,,110,Operating,Europe,Bosnia And Herzegovina,Fbih,44.08963
Unit 1,Kongora Thermal Power Plant,Elektroprivreda Hzhb,https://www.gem.wiki/Kongora_Thermal_Power_Plant,,275,Cancelled,Europe,Bosnia And Herzegovina,Fbih,43.64611
Unit 2,Miljevina Power Station,To Be Determined,https://www.gem.wiki/Miljevina_power_station,,110,Cancelled,Europe,Bosnia And Herzegovina,Republika Srpska,43.5183
Unit 6,Tuzla Thermal Power Plant,Jp Elektroprivreda Bih,https://www.gem.wiki/Tuzla_Thermal_Power_Plant,,230,Operating,Europe,Bosnia And Herzegovina,Fbih,44.52104
Stage Ii,,,,,,,,,,
Stage Iii,,,,,,,,,,
Unit 2,Mookane Domestic Power Project,Gcl Poly Energy Holdings; Jindal Steel & Power Ltd,https://www.gem.wiki/Mookane_Domestic_Power_Project,,150,Cancelled,Africa,Botswana,Central,-23.6875
Unit 4,Morupule A Power Station,Botswana Power Corp,https://www.gem.wiki/Morupule_A_Power_Station,,33,Operating,Africa,Botswana,Central,-22.5195
Unit 1,Morupule B Power Station,Botswana Power Corp,https://www.gem.wiki/Morupule_B_power_station,,150,Operating,Africa,Botswana,Central,-22.52233
Unit 3,Morupule B Power Station,Botswana Power Corp,https://www.gem.wiki/Morupule_B_power_station,,150,Operating,Africa,Botswana,Central,-22.52233
Unit 6,Morupule B Power Station,Botswana Power Corp,https://www.gem.wiki/Morupule_B_power_station,,150,Shelved,Africa,Botswana,Central,-22.52233
Unit 1,Morupule Ipp,Energy & Natural Resource Corporation Botswana,https://www.gem.wiki/Morupule_IPP,,150,Pre-Permit,Africa,Botswana,Central,-22.55
Unit 2,Sechaba Power Station,Shumba Energy,https://www.gem.wiki/Sechaba_power_station,,150,Cancelled,Africa,Botswana,Central,-22.55
Unit 1,Sese Integrated Power Project,First Quantum Minerals Ltd [66.7%]; African Energy Resources Ltd [33.3%],https://www.gem.wiki/Sese_Integrated_Power_Project,,225,Shelved,Africa,Botswana,North East,-21.3788
Unit 2,Barcarena Vale Power Station,Vale Sa,https://www.gem.wiki/Barcarena_Vale_power_station,,300,Cancelled,Americas,Brazil,ParÃ¡,-1.50583
Unit 1,Jorge Lacerda Power Station,Diamante Energia,https://www.gem.wiki/Jorge_Lacerda_power_station,,50,Operating,Americas,Brazil,Santa Catarina,-28.45208
Unit 2,Jorge Lacerda Power Station,Diamante Energia,https://www.gem.wiki/Jorge_Lacerda_power_station,,50,Operating,Americas,Brazil,Santa Catarina,-28.45208
Unit 1,Nova Seival Power Station,Copelmi MineraÃ§Ã£o Ltda,https://www.gem.wiki/Nova_Seival_power_station,,363,Pre-Permit,Americas,Brazil,Rio Grande Do Sul,-31.6
