UNIT,PLANT,PARENT,URL,SPONSOR,CAPACITY_MW,STATUS,REGION,COUNTRY,SUBNATIONAL_UNIT,GEOPOINT
Unit 1,Katni Power Station,Adani Power Ltd,https://www.gem.wiki/Katni_power_station,,660,Shelved,Asia,India,Madhya Pradesh,23.83466
Unit 2,Katni Power Station,Adani Power Ltd,https://www.gem.wiki/Katni_power_station,,660,Shelved,Asia,India,Madhya Pradesh,23.83466
Unit 1,Kattupalli Power Station,General Mediterranean Holding,https://www.gem.wiki/Kattupalli_power_station,,660,Cancelled,Asia,India,Tamil Nadu,13.25862
Phase Ii Unit 1,Kawai Thermal Power Project,Adani Power Ltd,https://www.gem.wiki/Kawai_Thermal_Power_Project,,800,Cancelled,Asia,India,Rajasthan,24.778
Unit 1,Kawai Thermal Power Project,Adani Power Ltd,https://www.gem.wiki/Kawai_Thermal_Power_Project,,660,Operating,Asia,India,Rajasthan,24.778
Unit 2,Kawai Thermal Power Project,Adani Power Ltd,https://www.gem.wiki/Kawai_Thermal_Power_Project,,660,Operating,Asia,India,Rajasthan,24.778
Unit 2,Khamberkhera Ipp Power Station,Bajaj Group,https://www.gem.wiki/Khamberkhera_IPP_power_station,,45,Operating,Asia,India,Uttar Pradesh,27.9
,Khamhar Power Station,Aes Corp,https://www.gem.wiki/Khamhar_power_station,,1440,Cancelled,Asia,India,Chhattisgarh,21.92771
Unit 1,Khandwa Power Station (Dwarkesh Energy),Jk Organization,https://www.gem.wiki/Khandwa_power_station_(Dwarkesh_Energy),,660,Cancelled,Asia,India,Madhya Pradesh,22.00889
Unit 2,Khandwa Power Station (Dwarkesh Energy),Jk Organization,https://www.gem.wiki/Khandwa_power_station_(Dwarkesh_Energy),,660,Cancelled,Asia,India,Madhya Pradesh,22.00889
Unit 1,Khaperkheda Power Station,Maharashtra State Power Generation Co Ltd,https://www.gem.wiki/Khaperkheda_power_station,,210,Operating,Asia,India,Maharashtra,21.2818
Unit 2,Khopoli Works Power Station,Uttam Galva Steels Ltd,https://www.gem.wiki/Khopoli_Works_power_station,,30,Operating,Asia,India,Maharashtra,18.64
Unit 2,Khurja Power Station,Ntpc Ltd [74.5%]; State Of Uttar Pradesh [25.5%],https://www.gem.wiki/Khurja_power_station,,660,Construction,Asia,India,Uttar Pradesh,28.15833
,Kinebodi Power Station,Nandlal Enterprises,https://www.gem.wiki/Kinebodi_power_station,,750,Cancelled,Asia,India,Maharashtra,19.85104
Unit 1,Kineta Power Thermal Station,Jindal Steel & Power Ltd,https://www.gem.wiki/Kineta_Power_thermal_station,,660,Cancelled,Asia,India,Andhra Pradesh,14.16667
Unit 1,Koderma Thermal Power Station,Damodar Valley Corp,https://www.gem.wiki/Koderma_Thermal_Power_Station,,500,Operating,Asia,India,Jharkhand,24.39153
Unit 2,Koderma Thermal Power Station,Damodar Valley Corp,https://www.gem.wiki/Koderma_Thermal_Power_Station,,500,Operating,Asia,India,Jharkhand,24.39153
Unit 1,Kolaghat Thermal Power Station,West Bengal Power Development Corp Ltd,https://www.gem.wiki/Kolaghat_Thermal_Power_Station,,210,Retired,Asia,India,West Bengal,22.41656
Unit 5,Kolaghat Thermal Power Station,West Bengal Power Development Corp Ltd,https://www.gem.wiki/Kolaghat_Thermal_Power_Station,,210,Operating,Asia,India,West Bengal,22.41656
Unit 1,Komarada Power Station,Alfa Infraprop Pvt Ltd,https://www.gem.wiki/Komarada_power_station,,660,Cancelled,Asia,India,Andhra Pradesh,18.89626
Unit 1,Koradi Thermal Power Station,Maharashtra State Power Generation Co Ltd,https://www.gem.wiki/Koradi_Thermal_Power_Station,,105,Retired,Asia,India,Maharashtra,21.24207
Unit 7,Koradi Thermal Power Station,Maharashtra State Power Generation Co Ltd,https://www.gem.wiki/Koradi_Thermal_Power_Station,,210,Retired,Asia,India,Maharashtra,21.24207
Unit 8,Koradi Thermal Power Station,Maharashtra State Power Generation Co Ltd,https://www.gem.wiki/Koradi_Thermal_Power_Station,,660,Operating,Asia,India,Maharashtra,21.23598
Unit 11,Koradi Thermal Power Station,Maharashtra State Power Generation Co Ltd,https://www.gem.wiki/Koradi_Thermal_Power_Station,,660,Pre-Permit,Asia,India,Maharashtra,21.23598
Unit 12,Koradi Thermal Power Station,Maharashtra State Power Generation Co Ltd,https://www.gem.wiki/Koradi_Thermal_Power_Station,,660,Pre-Permit,Asia,India,Maharashtra,21.23598
Unit 1,Korba South Thermal Power Project,Chattisgarh State Power Generation Co Ltd,https://www.gem.wiki/Korba_South_Thermal_Power_Project,,500,Cancelled,Asia,India,Chhattisgarh,22.36732
Unit 6,Korba Super Thermal Power Station (Ntpc),Ntpc Ltd,https://www.gem.wiki/Korba_Super_Thermal_Power_Station_(NTPC),,500,Operating,Asia,India,Chhattisgarh,22.38742
Unit 4,Korba Thermal Power Station,Chattisgarh State Power Generation Co Ltd,https://www.gem.wiki/Korba_Thermal_power_station,,50,Retired,Asia,India,Chhattisgarh,22.38337
Unit 1,Kothagudem Thermal Power Station,Telangana State Power Generation Corporation Ltd,https://www.gem.wiki/Kothagudem_Thermal_Power_Station,,60,Retired,Asia,India,Telangana,17.6219
Unit 10,Kothagudem Thermal Power Station,Telangana State Power Generation Corporation Ltd,https://www.gem.wiki/Kothagudem_Thermal_Power_Station,,250,Operating,Asia,India,Telangana,17.6219
Unit 5,Kothagudem Thermal Power Station,Telangana State Power Generation Corporation Ltd,https://www.gem.wiki/Kothagudem_Thermal_Power_Station,,120,Retired,Asia,India,Telangana,17.6219
Unit 9,Kothagudem Thermal Power Station,Telangana State Power Generation Corporation Ltd,https://www.gem.wiki/Kothagudem_Thermal_Power_Station,,250,Operating,Asia,India,Telangana,17.6219
Unit 3,Krishnapatnam Navayuga Thermal Station,Cvr Group,https://www.gem.wiki/Krishnapatnam_Navayuga_thermal_station,,660,Cancelled,Asia,India,Andhra Pradesh,14.19444
Unit 6,Ksk Mahanadi Power Project,Ksk Energy Ventures Ltd,https://www.gem.wiki/KSK_Mahanadi_Power_Project,,600,Construction,Asia,India,Chhattisgarh,21.9603
,Ksk Narmada Power Project,Ksk Energy Ventures Ltd,https://www.gem.wiki/KSK_Narmada_Power_Project,,1800,Cancelled,Asia,India,Chhattisgarh,22.7499
Unit 2,Kundarki Ipp Power Station,Bajaj Group,https://www.gem.wiki/Kundarki_Ipp_power_station,,45,Operating,Asia,India,Uttar Pradesh,27.03
Unit 1,Kutch Welspun Power Station,Welspun India Ltd [77.0%],https://www.gem.wiki/Kutch_Welspun_power_station,,43,Operating,Asia,India,Gujarat,23.1175
Unit 5,Lalitpur Power Project,Bajaj Group,https://www.gem.wiki/Lalitpur_power_project,,660,Shelved,Asia,India,Uttar Pradesh,24.79583
Unit 2,Latehar Power Station,Tata Power Co Ltd,https://www.gem.wiki/Latehar_power_station,,500,Cancelled,Asia,India,Jharkhand,23.73
,Lovapalem Power Station,My Home Power Ltd,https://www.gem.wiki/Lovapalem_power_station,,1000,Cancelled,Asia,India,Andhra Pradesh,17.46644
Phase 1,Madhya Pradesh Jain Energy Power Station,Jsw Energy Ltd,https://www.gem.wiki/Madhya_Pradesh_Jain_Energy_power_station,,1320,Cancelled,Asia,India,Madhya Pradesh,23.28251
Unit 3,Mahan Aluminium Power Station,Aditya Birla Group,https://www.gem.wiki/Mahan_Aluminium_power_station,,150,Operating,Asia,India,Madhya Pradesh,24.2209
Unit 2,Mahan Super Thermal Power Project,Adani Power Ltd,https://www.gem.wiki/Mahan_Super_Thermal_Power_Project,,600,Operating,Asia,India,Madhya Pradesh,24.00867
Unit 3,Mahan Super Thermal Power Project,Adani Power Ltd,https://www.gem.wiki/Mahan_Super_Thermal_Power_Project,,600,Shelved,Asia,India,Madhya Pradesh,24.00867
Usctpp Unit 1,Mahan Super Thermal Power Project,Adani Power Ltd,https://www.gem.wiki/Mahan_Super_Thermal_Power_Project,,800,Permitted,Asia,India,Madhya Pradesh,24.00867
Unit 3,Mahatma Gandhi Power Station,Clp Holdings Ltd,https://www.gem.wiki/Mahatma_Gandhi_power_station,,800,Cancelled,Asia,India,Haryana,28.48814
Unit 4,Mahatma Gandhi Power Station,Clp Holdings Ltd,https://www.gem.wiki/Mahatma_Gandhi_power_station,,800,Cancelled,Asia,India,Haryana,28.48814
Unit 1,Makavarapalem Smelter Power Station,Penna Group; Ras Al Khaimah Investment Authority,https://www.gem.wiki/Makavarapalem_Smelter_power_station,,45,Operating,Asia,India,Andhra Pradesh,17.46644
,Mandsaur Power Station,Chetak Enterprises,https://www.gem.wiki/Mandsaur_power_station,,1320,Cancelled,Asia,India,Madhya Pradesh,24.07531
Phase 2 Unit 1,Manikgarh Cement Power Station,Bk Birla Group,https://www.gem.wiki/Manikgarh_Cement_power_station,,30,Operating,Asia,India,Maharashtra,19.72122
Unit 4,Mauda Power Station,Ntpc Ltd,https://www.gem.wiki/Mauda_power_station,,660,Operating,Asia,India,Maharashtra,21.18074
Phase Ii Unit 1,Mejia Power Station,Damodar Valley Corp,https://www.gem.wiki/Mejia_power_station,,500,Operating,Asia,India,West Bengal,23.4639
Unit 1,Mejia Power Station,Damodar Valley Corp,https://www.gem.wiki/Mejia_power_station,,210,Operating,Asia,India,West Bengal,23.4639
Unit 3,Mejia Power Station,Damodar Valley Corp,https://www.gem.wiki/Mejia_power_station,,210,Operating,Asia,India,West Bengal,23.4639
Unit 3,Meramandali Power Station,Tata Steel Ltd,https://www.gem.wiki/Meramandali_power_station,,256,Cancelled,Asia,India,Odisha,20.80821
Unit 1,Meramandali Power Station,Tata Steel Ltd,https://www.gem.wiki/Meramandali_power_station,,150,Operating,Asia,India,Odisha,20.80729
Unit 3,Mihan Power Project,Abhijeet Group,https://www.gem.wiki/MIHAN_Power_Project,,61,Operating,Asia,India,Maharashtra,21.0377
Unit 1,Monnet Raigarh Power Station,Jsw Steel Ltd,https://www.gem.wiki/Monnet_Raigarh_power_station,,151,Operating,Asia,India,Chhattisgarh,21.98778
Unit 1,Mota Layja Power Station,Infrastructure Leasing And Financial Services Ltd,https://www.gem.wiki/Mota_Layja_power_station,,660,Cancelled,Asia,India,Gujarat,22.86
Unit 4,Mota Layja Power Station,Infrastructure Leasing And Financial Services Ltd,https://www.gem.wiki/Mota_Layja_power_station,,660,Cancelled,Asia,India,Gujarat,22.86
Phase Ii,,,,,,,,,,
Unit 6,Mp Amarkantak Power Station,Madhya Pradesh Power Generating Co Ltd; South Eastern Coalfields Ltd,https://www.gem.wiki/MP_Amarkantak_power_station,,660,Permitted,Asia,India,Madhya Pradesh,23.16215
Unit 3,Mulajore Power Station,Rpg Group,https://www.gem.wiki/Mulajore_power_station,,30,Retired,Asia,India,West Bengal,22.8347
Phase I Unit 1,Mundra Thermal Power Project (Adani),Adani Power Ltd,https://www.gem.wiki/Mundra_Thermal_Power_Project_(Adani),,330,Operating,Asia,India,Gujarat,22.82356
Phase V Unit 10,Mundra Thermal Power Project (Adani),Adani Power Ltd,https://www.gem.wiki/Mundra_Thermal_Power_Project_(Adani),,1000,Cancelled,Asia,India,Gujarat,22.82354
Unit 2,Murka Power Station,Creative Thermolite Power Pvt Ltd,https://www.gem.wiki/Murka_power_station,,300,Cancelled,Asia,India,Uttar Pradesh,25.19967
Unit 2,Muthukur Mandal Power Station (Painampuram),Tanweer Infrastructure,https://www.gem.wiki/Muthukur_Mandal_power_station_(Painampuram),,660,Operating,Asia,India,Andhra Pradesh,14.3512
Unit 1,Mutiara Coastal Energen Thermal Power Plant,Coal & Oil Group,https://www.gem.wiki/Mutiara_Coastal_Energen_Thermal_Power_Plant,,600,Operating,Asia,India,Tamil Nadu,8.91272
Unit 3,Mutiara Coastal Energen Thermal Power Plant,Coal & Oil Group,https://www.gem.wiki/Mutiara_Coastal_Energen_Thermal_Power_Plant,,800,Cancelled,Asia,India,Tamil Nadu,8.91272
Unit 1,Muzaffarpur Power Station,Ntpc Ltd,https://www.gem.wiki/Muzaffarpur_power_station,,110,Retired,Asia,India,Bihar,26.19477
Unit 1,Nabinagar Super Thermal Power Project,Ntpc Ltd,https://www.gem.wiki/Nabinagar_Super_Thermal_Power_Project,,660,Operating,Asia,India,Bihar,24.776
Phase Ii,Nagarjuna Construction Company Sompeta Thermal Plant,Nagarjuna Construction Co,https://www.gem.wiki/Nagarjuna_Construction_Company_Sompeta_Thermal_Plant,,1320,Cancelled,Asia,India,Andhra Pradesh,18.9374
Unit 1,Naitor Power Station,Global Power & Steel,https://www.gem.wiki/Naitor_power_station,,660,Cancelled,Asia,India,Assam,26.18333
Unit 1,Nakkapalli Power Station,Green Valley Energy Ventures,https://www.gem.wiki/Nakkapalli_power_station,,660,Cancelled,Asia,India,Andhra Pradesh,17.40965
Phase Ii,Nalco Gajmara Power Station,Ntpc Ltd; National Aluminium Co Ltd,https://www.gem.wiki/NALCO_Gajmara_power_station,,1000,Cancelled,Asia,India,Odisha,20.65616
Unit 3,Nasik Mahagenco Thermal Power Station,Maharashtra State Power Generation Co Ltd,https://www.gem.wiki/Nasik_MAHAGENCO_Thermal_Power_Station,,210,Operating,Asia,India,Maharashtra,19.98146
Phase Ii Unit 5,Nasik Rattanindia Thermal Power Project,Rattanindia Power Ltd,https://www.gem.wiki/Nasik_RattanIndia_Thermal_Power_Project,,270,Cancelled,Asia,India,Maharashtra,19.86666
Stage I,,,,,,,,,,
Unit 1,New Neyveli Thermal Power Station,Nlc India Ltd,https://www.gem.wiki/New_Neyveli_Thermal_Power_Station,,500,Operating,Asia,India,Tamil Nadu,11.54706
Unit 3,Neyveli Thermal Power Station I,Nlc India Ltd,https://www.gem.wiki/Neyveli_Thermal_Power_Station_I,,50,Retired,Asia,India,Tamil Nadu,11.59251
Unit 6,Neyveli Thermal Power Station I,Nlc India Ltd,https://www.gem.wiki/Neyveli_Thermal_Power_Station_I,,50,Retired,Asia,India,Tamil Nadu,11.59251
Unit 4,Neyveli Thermal Power Station Ii,Nlc India Ltd,https://www.gem.wiki/Neyveli_Thermal_Power_Station_II,,210,Operating,Asia,India,Tamil Nadu,11.55759
Unit 8,Neyveli Thermal Power Station Ii,Nlc India Ltd,https://www.gem.wiki/Neyveli_Thermal_Power_Station_II,,250,Operating,Asia,India,Tamil Nadu,11.5534
Unit 10,Neyveli Thermal Power Station Ii,Nlc India Ltd,https://www.gem.wiki/Neyveli_Thermal_Power_Station_II,,660,Permitted,Asia,India,Tamil Nadu,11.5534
Unit 2,Neyveli Zero Power Station,St-Cms Electric Co,https://www.gem.wiki/Neyveli_Zero_power_station,,250,Cancelled,Asia,India,Tamil Nadu,11.5401
Stage Iii,North Chennai Thermal Power Station,Tamil Nadu Generation And Distribution Co Ltd,https://www.gem.wiki/North_Chennai_Thermal_Power_Station,,800,Construction,Asia,India,Tamil Nadu,13.25301
Unit 3,North Karanpura Power Station,Ntpc Ltd,https://www.gem.wiki/North_Karanpura_power_station,,660,Construction,Asia,India,Jharkhand,23.85077
A,,,,,,,,,,
B,,,,,,,,,,
Unit 2,Okha Power Station,Spr Infrastructure India,https://www.gem.wiki/Okha_power_station,,640,Cancelled,Asia,India,Gujarat,22.46492
Unit 1,Ottapidaram Power Station,Ku Thermal Power,https://www.gem.wiki/Ottapidaram_power_station,,660,Cancelled,Asia,India,Tamil Nadu,8.8833
Unit 2,Ottapidaram Power Station,Ku Thermal Power,https://www.gem.wiki/Ottapidaram_power_station,,660,Cancelled,Asia,India,Tamil Nadu,8.8833
Unit 5,Panipat Power Station,Haryana Power Generation Co Ltd,https://www.gem.wiki/Panipat_power_station,,210,Retired,Asia,India,Haryana,29.39751
Unit 6,Panipat Power Station,Haryana Power Generation Co Ltd,https://www.gem.wiki/Panipat_power_station,,210,Operating,Asia,India,Haryana,29.39751
Unit 4,Paras Power Station,Maharashtra State Power Generation Co Ltd,https://www.gem.wiki/Paras_power_station,,250,Operating,Asia,India,Maharashtra,20.7147
Unit 5,Paras Power Station,Maharashtra State Power Generation Co Ltd,https://www.gem.wiki/Paras_power_station,,250,Cancelled,Asia,India,Maharashtra,20.7147
Unit 1,Parli Thermal Power Station,Maharashtra State Power Generation Co Ltd,https://www.gem.wiki/Parli_Thermal_Power_Station,,30,Retired,Asia,India,Maharashtra,18.90759
Unit 3,Parli Thermal Power Station,Maharashtra State Power Generation Co Ltd,https://www.gem.wiki/Parli_Thermal_Power_Station,,210,Retired,Asia,India,Maharashtra,18.90759
Unit 2,Parsodi Power Station,Reliance Power Ltd,https://www.gem.wiki/Parsodi_power_station,,300,Cancelled,Asia,India,Maharashtra,20.82933
Unit 3,Parsodi Power Station,Reliance Power Ltd,https://www.gem.wiki/Parsodi_power_station,,300,Cancelled,Asia,India,Maharashtra,20.82933
Unit 12,Patratu Jseb Power Station,Jharkhand State Electricity Board; Ntpc Ltd,https://www.gem.wiki/Patratu_JSEB_power_station,,800,Construction,Asia,India,Jharkhand,23.64
Unit 14,Patratu Jseb Power Station,Jharkhand State Electricity Board; Ntpc Ltd,https://www.gem.wiki/Patratu_JSEB_power_station,,800,Cancelled,Asia,India,Jharkhand,23.64
Unit 15,Patratu Jseb Power Station,Jharkhand State Electricity Board; Ntpc Ltd,https://www.gem.wiki/Patratu_JSEB_power_station,,800,Cancelled,Asia,India,Jharkhand,23.64
Unit 6,Patratu Jseb Power Station,Ntpc Ltd [74.0%]; Jharkhand Bijli Vitran Nigam Ltd [26.0%],https://www.gem.wiki/Patratu_JSEB_power_station,,100,Retired,Asia,India,Jharkhand,23.64
Unit 1,Peddaganjam Power Station (Sew),Sew Infrastructure,https://www.gem.wiki/Peddaganjam_power_station_(Sew),,660,Cancelled,Asia,India,Andhra Pradesh,15.7
Unit 1,Pegadapalli (Jaipur Mandal) Power Station,Singareni Collieries Co Ltd,https://www.gem.wiki/Pegadapalli_(Jaipur_Mandal)_power_station,,600,Operating,Asia,India,Telangana,18.82706
Unit 2,Pench Thermal Power Project,Adani Power Ltd,https://www.gem.wiki/Pench_Thermal_Power_Project,,660,Cancelled,Asia,India,Madhya Pradesh,22.14796
Unit 2,Pipavav Power Station,Torrent Power Ltd [95.0%]; Gujarat Power Corp [5.0%],https://www.gem.wiki/Pipavav_power_station,,840,Cancelled,Asia,India,Gujarat,21.05
Unit 2,Pipavav Videocon Power Station,Videocon Industries,https://www.gem.wiki/Pipavav_Videocon_power_station,,600,Cancelled,Asia,India,Gujarat,21.05
Unit 1,Pune Mill Power Station,Sinarmas Pulp & Paper Pvt Ltd,https://www.gem.wiki/Pune_Mill_power_station,,30,Operating,Asia,India,Maharashtra,18.53
,Rahem Power Station,Gupta Group,https://www.gem.wiki/Rahem_power_station,,1000,Cancelled,Asia,India,Jharkhand,23.85294
Unit 2,Raichur Thermal Power Station,Karnataka Power Co Ltd,https://www.gem.wiki/Raichur_Thermal_Power_Station,,210,Operating,Asia,India,Karnataka,16.3532
,Raigarh Ind Power Power Station,Jsw Energy Ltd,https://www.gem.wiki/Raigarh_Ind_Power_power_station,,65,Operating,Asia,India,Chhattisgarh,21.89861
Unit 4,Raigarh Jindal Power Station,Jindal Steel & Power Ltd,https://www.gem.wiki/Raigarh_Jindal_power_station,,55,Operating,Asia,India,Chhattisgarh,21.92495
Unit 2,Rairakhol Power Station,Visaka Thermal Power,https://www.gem.wiki/Rairakhol_power_station,,660,Cancelled,Asia,India,Odisha,20.667
Unit 2,Rajpura Dariba Mine Power Station,Vedanta Resources Ltd,https://www.gem.wiki/Rajpura_Dariba_Mine_power_station,,80,Operating,Asia,India,Rajasthan,24.94778
Unit 5,Ramagundam Power Station,Ntpc Ltd,https://www.gem.wiki/Ramagundam_power_station,,500,Operating,Asia,India,Telangana,18.75845
Unit 7,Ramagundam Power Station,Ntpc Ltd,https://www.gem.wiki/Ramagundam_power_station,,500,Operating,Asia,India,Telangana,18.75845
,Rampur Coal Plant,Finolex,https://www.gem.wiki/Rampur_coal_plant,,1000,Cancelled,Asia,India,Maharashtra,17.53
Unit 1,Rawan Cement Power Station,Aditya Birla Group,https://www.gem.wiki/Rawan_Cement_power_station,,30,Operating,Asia,India,Chhattisgarh,24.76491
Unit 5,Rayalaseema Thermal Power Project,Andhra Pradesh Power Generation Corp Ltd,https://www.gem.wiki/Rayalaseema_Thermal_Power_Project,,210,Operating,Asia,India,Andhra Pradesh,14.69728
Unit 1,Renusagar Power Station,Aditya Birla Group,https://www.gem.wiki/Renusagar_power_station,,67,Operating,Asia,India,Uttar Pradesh,24.18109
Unit 2,Renusagar Power Station,Aditya Birla Group,https://www.gem.wiki/Renusagar_power_station,,67,Operating,Asia,India,Uttar Pradesh,24.18109
Unit 4,Renusagar Power Station,Aditya Birla Group,https://www.gem.wiki/Renusagar_power_station,,74,Operating,Asia,India,Uttar Pradesh,24.18109
Unit 7,Renusagar Power Station,Aditya Birla Group,https://www.gem.wiki/Renusagar_power_station,,74,Operating,Asia,India,Uttar Pradesh,24.18109
Unit 8,Renusagar Power Station,Aditya Birla Group,https://www.gem.wiki/Renusagar_power_station,,76,Operating,Asia,India,Uttar Pradesh,24.18109
Unit 2,Rewa Power Station,Narmada Hydroelectric Development Corp Ltd,https://www.gem.wiki/Rewa_power_station,,660,Cancelled,Asia,India,Madhya Pradesh,21.83
Unit 1,Rihand Power Station,Ntpc Ltd,https://www.gem.wiki/Rihand_power_station,,500,Operating,Asia,India,Uttar Pradesh,24.027
Unit 3,Rihand Power Station,Ntpc Ltd,https://www.gem.wiki/Rihand_power_station,,500,Operating,Asia,India,Uttar Pradesh,24.027
Unit 4,Rihand Power Station,Ntpc Ltd,https://www.gem.wiki/Rihand_power_station,,500,Operating,Asia,India,Uttar Pradesh,24.027
Unit 5,Rihand Power Station,Ntpc Ltd,https://www.gem.wiki/Rihand_power_station,,500,Operating,Asia,India,Uttar Pradesh,24.027
Unit 2,Ropar Power Station,Punjab State Power Corp Ltd,https://www.gem.wiki/Ropar_power_station,,210,Retired,Asia,India,Punjab State,31.04181
Unit 5,Ropar Power Station,Punjab State Power Corp Ltd,https://www.gem.wiki/Ropar_power_station,,210,Operating,Asia,India,Punjab State,31.04181
